,model_type,clf,parameters,auc-roc,accuracy,precision,recall,runtime,confusion_matrix,y_pred_probs
86,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100}",0.547558954,0.70203056,0,0,3.886764765,"[[62301     0]
 [26443     0]]",[0.30121207 0.30121207 0.30121207 ... 0.30121207 0.30121207 0.30121207]
87,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 1000}",0.61827323,0.70203056,0,0,38.67452216,"[[62301     0]
 [26443     0]]",[0.29941967 0.30114454 0.30126469 ... 0.30043833 0.3011088  0.30141865]
88,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 1}",0.50307553,0.702019291,0.444444444,0.000151269,0.095067978,"[[62296     5]
 [26439     4]]",[0.30134728 0.30134728 0.30134728 ... 0.30134728 0.30134728 0.30134728]
89,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 10}",0.509382283,0.70203056,0,0,0.463329315,"[[62301     0]
 [26443     0]]",[0.30072261 0.30072261 0.30072261 ... 0.30072261 0.30072261 0.30072261]
90,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",0.557577139,0.70203056,0,0,3.968823195,"[[62301     0]
 [26443     0]]",[0.30146156 0.30060349 0.3010503  ... 0.3010503  0.30038937 0.30183461]
91,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 1000}",0.61741295,0.70203056,0,0,36.30784082,"[[62301     0]
 [26443     0]]",[0.30092571 0.30117767 0.3009649  ... 0.30095058 0.3005589  0.30179455]
92,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 20, 'n_estimators': 1}",0.500647883,0.702008023,0,0,0.084056139,"[[62299     2]
 [26443     0]]",[0.30362486 0.30362486 0.30362486 ... 0.30362486 0.30362486 0.30362486]
93,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 20, 'n_estimators': 10}",0.507333996,0.70203056,0,0,0.391275406,"[[62301     0]
 [26443     0]]",[0.30110894 0.30110894 0.30110894 ... 0.30110894 0.30110894 0.30110894]
94,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 20, 'n_estimators': 100}",0.553815255,0.70203056,0,0,3.556530237,"[[62301     0]
 [26443     0]]",[0.30128587 0.30153292 0.30075853 ... 0.30153292 0.299264   0.30132088]
95,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 20, 'n_estimators': 1000}",0.617650431,0.70203056,0,0,35.01159811,"[[62301     0]
 [26443     0]]",[0.30028579 0.30089689 0.30114412 ... 0.30056862 0.30097412 0.30139688]
96,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1}",0.510436431,0.701985486,0.492125984,0.004727149,0.15510726,"[[62172   129]
 [26318   125]]",[0.3360916  0.30215197 0.30215197 ... 0.30215197 0.30215197 0.30215197]
97,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 10}",0.561002523,0.702075633,1,0.000151269,1.240880251,"[[62301     0]
 [26439     4]]",[0.29719784 0.29748316 0.29853074 ... 0.30151468 0.2937605  0.30151468]
98,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.595485192,0.70203056,0,0,12.44485617,"[[62301     0]
 [26443     0]]",[0.30084787 0.2964493  0.29907159 ... 0.29749001 0.29770022 0.30720776]
99,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1000}",0.606531887,0.70203056,0,0,121.5929871,"[[62301     0]
 [26443     0]]",[0.29989006 0.29905859 0.29960181 ... 0.30064486 0.29401607 0.30723293]
100,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 1}",0.511479805,0.702109438,0.50812065,0.008281965,0.153090239,"[[62089   212]
 [26224   219]]",[0.38043987 0.29683618 0.29683618 ... 0.29683618 0.29683618 0.38043987]
101,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 10}",0.552098512,0.702053097,0.625,0.000189086,1.049746037,"[[62298     3]
 [26438     5]]",[0.30234992 0.29644619 0.29941459 ... 0.30234987 0.29625619 0.29941459]
102,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",0.595261044,0.70203056,0,0,9.865002155,"[[62301     0]
 [26443     0]]",[0.3042815  0.29658003 0.29930892 ... 0.29992355 0.29316433 0.30921462]
103,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 1000}",0.606775848,0.70203056,0,0,101.8915143,"[[62301     0]
 [26443     0]]",[0.30020545 0.29810268 0.30073401 ... 0.30070967 0.29445569 0.30843408]
104,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 1}",0.510833806,0.702210854,0.526490066,0.006012933,0.150105,"[[62158   143]
 [26284   159]]",[0.36941911 0.29797362 0.29797362 ... 0.29797362 0.29797362 0.36941911]
105,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 10}",0.558787223,0.70203056,0.5,3.78E-05,0.897635698,"[[62300     1]
 [26442     1]]",[0.3013941  0.2992466  0.2992466  ... 0.2992466  0.2992466  0.31761567]
106,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.598136079,0.70203056,0,0,8.444996357,"[[62301     0]
 [26443     0]]",[0.30623536 0.2971349  0.30006286 ... 0.30038223 0.30351313 0.30542071]
107,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 1000}",0.60693785,0.70203056,0,0,84.71122789,"[[62301     0]
 [26443     0]]",[0.29970135 0.29858606 0.29945795 ... 0.30076394 0.29580028 0.30819761]
108,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 20, 'n_estimators': 1}",0.504817392,0.702492563,0.606217617,0.004424611,0.117081404,"[[62225    76]
 [26326   117]]",[0.29898668 0.32051537 0.29898668 ... 0.32051537 0.29898668 0.29898668]
109,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 20, 'n_estimators': 10}",0.557769938,0.702109438,1,0.00026472,0.826570511,"[[62301     0]
 [26436     7]]",[0.31456225 0.30025481 0.29580005 ... 0.30025481 0.30025481 0.31456225]
110,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 20, 'n_estimators': 100}",0.59671402,0.70203056,0,0,7.734484196,"[[62301     0]
 [26443     0]]",[0.31004816 0.29990132 0.29905247 ... 0.30072693 0.29911331 0.31379637]
111,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 20, 'n_estimators': 1000}",0.607123774,0.70203056,0,0,75.39964294,"[[62301     0]
 [26443     0]]",[0.29925889 0.29858267 0.29946715 ... 0.30036102 0.29564459 0.30768768]
112,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 1}",0.500629691,0.701985486,0.447368421,0.000642892,0.111076593,"[[62280    21]
 [26426    17]]",[0.30078438 0.30078438 0.30078438 ... 0.30078438 0.30078438 0.30078438]
113,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 10}",0.515318446,0.702041828,1,3.78E-05,0.733520746,"[[62301     0]
 [26442     1]]",[0.27146409 0.30141757 0.30141757 ... 0.30141757 0.30141757 0.30648764]
114,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.575140748,0.70203056,0,0,7.215114117,"[[62301     0]
 [26443     0]]",[0.30064146 0.30152866 0.3011128  ... 0.30152866 0.30165064 0.30154798]
115,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 1000}",0.624859163,0.70203056,0,0,69.58959913,"[[62301     0]
 [26443     0]]",[0.29797738 0.30080424 0.30087961 ... 0.2999502  0.30137472 0.30238421]
116,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 1}",0.501278921,0.701985486,0.444444444,0.000605075,0.103069305,"[[62281    20]
 [26427    16]]",[0.30014341 0.30014341 0.30014341 ... 0.30014341 0.30014341 0.30014341]
117,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 10}",0.517248909,0.70203056,0,0,0.587411165,"[[62301     0]
 [26443     0]]",[0.30136091 0.30136091 0.29849001 ... 0.30136091 0.3199773  0.30136091]
118,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100}",0.574474511,0.70203056,0,0,5.893190861,"[[62301     0]
 [26443     0]]",[0.29852016 0.29686863 0.30067922 ... 0.30094744 0.30043904 0.30110119]
119,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 1000}",0.626143552,0.70203056,0,0,56.84245253,"[[62301     0]
 [26443     0]]",[0.29992395 0.30084493 0.30117265 ... 0.30004688 0.30098317 0.30272728]
120,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 1}",0.506803814,0.701805192,0.403846154,0.001588322,0.094063282,"[[62239    62]
 [26401    42]]",[0.3030514 0.3030514 0.3030514 ... 0.3030514 0.3030514 0.3030514]
121,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 10}",0.512907949,0.70203056,0,0,0.516367197,"[[62301     0]
 [26443     0]]",[0.30083924 0.30083924 0.30083924 ... 0.30083924 0.30083924 0.30083924]
122,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",0.577299639,0.70203056,0,0,4.957509041,"[[62301     0]
 [26443     0]]",[0.30233373 0.30153262 0.3007778  ... 0.30153262 0.30118742 0.30880513]
123,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 1000}",0.625978771,0.70203056,0,0,50.04861879,"[[62301     0]
 [26443     0]]",[0.29839197 0.30101086 0.300923   ... 0.30032112 0.30084718 0.30230511]
124,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 20, 'n_estimators': 1}",0.506015666,0.702019291,0.476190476,0.000378172,0.096048594,"[[62290    11]
 [26433    10]]",[0.29679452 0.29679452 0.29679452 ... 0.29679452 0.29679452 0.29679452]
125,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 20, 'n_estimators': 10}",0.51908294,0.70203056,0,0,0.474321604,"[[62301     0]
 [26443     0]]",[0.30112596 0.30112596 0.30112596 ... 0.30112596 0.30112596 0.30112596]
126,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 20, 'n_estimators': 100}",0.579827751,0.70203056,0,0,4.437157869,"[[62301     0]
 [26443     0]]",[0.29723354 0.30067667 0.29857898 ... 0.3011466  0.301504   0.3011466 ]
127,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 20, 'n_estimators': 1000}",0.627254137,0.70203056,0,0,45.36428308,"[[62301     0]
 [26443     0]]",[0.29938247 0.30164885 0.30085168 ... 0.30006216 0.30037605 0.30415744]
128,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=20, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'criterion': 'entropy', 'max_depth': 1, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1}",0.501503711,0.70203056,0,0,0.079054832,"[[62301     0]
 [26443     0]]",[0.30319064 0.26750903 0.30319064 ... 0.30319064 0.30319064 0.30319064]
